nom_station,annee,mois,jour,temperature,humidite,precipitations,vent,pression,indice_uv,score
Station_Casa,janvier,1,nan,nan,nan,40,nan,8,10
Station_Casa,janvier,2,nan,nan,0,31,1002,1,46
Station_Casa,janvier,3,33,nan,12,nan,995,2,23
Station_Casa,janvier,4,nan,41,1,nan,1030,nan,38
Station_Casa,janvier,5,nan,80,1,nan,1006,9,33
Station_Casa,janvier,6,nan,nan,1,nan,1035,nan,23
Station_Casa,janvier,7,nan,33,nan,70,nan,nan,8
Station_Casa,janvier,8,nan,nan,12,nan,nan,2,15
Station_Casa,janvier,9,39,nan,16,52,nan,3,28
Station_Casa,janvier,10,8,92,nan,39,985,0,34
Station_Casa,janvier,11,18,20,11,nan,nan,11,30
Station_Casa,janvier,12,nan,nan,nan,60,999,4,26
Station_Casa,janvier,13,nan,nan,3,nan,1033,nan,16
Station_Casa,janvier,14,nan,86,1,nan,1034,nan,26
Station_Casa,janvier,15,nan,97,6,75,nan,nan,11
Station_Casa,janvier,16,nan,nan,19,67,nan,nan,0
Station_Casa,janvier,17,nan,nan,nan,nan,988,10,5
Station_Casa,janvier,18,nan,nan,nan,96,1028,nan,8
Station_Casa,janvier,19,29,nan,nan,nan,nan,nan,15
Station_Casa,janvier,20,21,nan,nan,31,1001,10,43
Station_Casa,janvier,21,16,nan,nan,nan,1005,9,25
Station_Casa,janvier,22,nan,9,nan,15,986,nan,21
Station_Casa,janvier,23,25,nan,nan,96,nan,nan,25
Station_Casa,janvier,24,nan,nan,14,42,nan,1,23
Station_Casa,janvier,25,2,16,1,nan,1029,3,46
Station_Casa,janvier,26,25,nan,nan,nan,nan,nan,25
Station_Casa,janvier,27,nan,46,nan,nan,nan,10,17
Station_Casa,janvier,28,4,nan,nan,nan,996,nan,8
Station_Casa,janvier,29,nan,nan,15,nan,nan,8,2
Station_Casa,janvier,30,nan,nan,nan,67,nan,5,15
Station_Casa,janvier,31,15,nan,nan,nan,1021,nan,30
Station_Casa,fevrier,1,nan,85,nan,nan,1012,nan,18
Station_Casa,fevrier,2,18,nan,0,nan,1005,9,50
