nom_station,annee,mois,jour,temperature,humidite,precipitations,vent,pression,indice_uv,score
Station_Marrakech,janvier,1,nan,nan,13,27,1005,10,25
Station_Marrakech,janvier,2,18,0,nan,61,nan,nan,28
Station_Marrakech,janvier,3,29,47,nan,73,nan,nan,30
Station_Marrakech,janvier,4,nan,nan,13,nan,nan,8,2
Station_Marrakech,janvier,5,36,34,14,44,1029,nan,29
Station_Marrakech,janvier,6,nan,46,9,nan,1020,3,53
Station_Marrakech,janvier,7,34,84,3,nan,nan,nan,16
Station_Marrakech,janvier,8,37,nan,15,nan,nan,nan,5
Station_Marrakech,janvier,9,23,nan,nan,nan,1040,10,30
Station_Marrakech,janvier,10,29,29,19,nan,1032,11,28
Station_Marrakech,janvier,11,nan,45,14,51,nan,5,38
Station_Marrakech,janvier,12,40,nan,12,83,nan,9,7
Station_Marrakech,janvier,13,nan,18,11,nan,1033,7,19
Station_Marrakech,janvier,14,31,nan,20,nan,989,nan,18
Station_Marrakech,janvier,15,12,nan,6,nan,nan,nan,23
Station_Marrakech,janvier,16,16,75,nan,32,1022,nan,46
Station_Marrakech,janvier,17,nan,71,10,nan,1011,5,46
Station_Marrakech,janvier,18,nan,nan,6,nan,984,nan,11
Station_Marrakech,janvier,19,nan,nan,12,73,nan,7,8
Station_Marrakech,janvier,20,nan,67,nan,nan,987,nan,18
Station_Marrakech,janvier,21,35,56,7,25,nan,5,58
Station_Marrakech,janvier,22,33,5,1,nan,nan,nan,23
Station_Marrakech,janvier,23,nan,nan,nan,9,nan,9,17
Station_Marrakech,janvier,24,nan,63,nan,55,nan,5,38
Station_Marrakech,janvier,25,36,nan,nan,nan,nan,nan,5
Station_Marrakech,janvier,26,23,nan,nan,nan,1034,2,48
Station_Marrakech,janvier,27,15,75,nan,64,nan,nan,23
Station_Marrakech,janvier,28,nan,nan,nan,nan,1031,nan,8
Station_Marrakech,janvier,29,37,nan,10,50,1008,10,31
Station_Marrakech,janvier,30,24,nan,5,87,997,nan,36
Station_Marrakech,janvier,31,nan,98,nan,48,nan,10,13
Station_Marrakech,fevrier,1,nan,nan,nan,56,1012,1,38
Station_Marrakech,fevrier,2,nan,33,nan,nan,nan,nan,8
Station_Marrakech,fevrier,3,20,nan,nan,nan,nan,nan,25
Station_Marrakech,fevrier,4,nan,65,12,59,nan,6,31
Station_Marrakech,fevrier,5,nan,nan,14,18,980,6,26
Station_Marrakech,fevrier,6,4,nan,nan,5,1014,nan,35
Station_Marrakech,fevrier,7,nan,64,nan,nan,nan,6,23
Station_Marrakech,fevrier,8,21,32,14,nan,nan,nan,33
Station_Marrakech,fevrier,9,nan,49,nan,72,nan,3,30
Station_Marrakech,fevrier,10,8,nan,19,nan,nan,11,7
Station_Marrakech,fevrier,11,nan,24,nan,74,nan,7,11
Station_Marrakech,fevrier,12,nan,nan,nan,81,nan,nan,0
Station_Marrakech,fevrier,13,nan,nan,3,nan,1015,5,38
Station_Marrakech,fevrier,14,nan,nan,6,nan,1028,nan,16
Station_Marrakech,fevrier,15,0,46,7,10,999,4,61
Station_Marrakech,fevrier,16,nan,98,nan,nan,nan,nan,3
Station_Marrakech,fevrier,17,nan,nan,18,47,nan,3,23
Station_Marrakech,fevrier,18,38,12,nan,nan,nan,5,23
Station_Marrakech,fevrier,19,32,7,nan,32,980,1,44
Station_Marrakech,fevrier,20,nan,97,nan,57,1015,1,41
Station_Marrakech,fevrier,21,25,59,nan,49,994,5,66
Station_Marrakech,fevrier,22,nan,10,nan,nan,991,9,8
Station_Marrakech,fevrier,23,28,96,8,nan,999,nan,39
Station_Marrakech,fevrier,24,37,89,nan,nan,1002,0,31
Station_Marrakech,fevrier,25,nan,nan,14,74,1031,nan,8
Station_Marrakech,fevrier,26,nan,6,18,50,1036,5,29
Station_Marrakech,fevrier,27,22,43,4,nan,nan,4,63
Station_Marrakech,fevrier,28,nan,nan,nan,77,1023,8,17
Station_Marrakech,fevrier,29,nan,55,nan,83,nan,nan,15
Station_Marrakech,mars,1,26,4,14,56,nan,nan,36
Station_Marrakech,mars,2,36,18,7,nan,1036,nan,19
Station_Marrakech,mars,3,3,nan,nan,16,nan,nan,20
Station_Marrakech,mars,4,nan,nan,nan,nan,nan,nan,0
